"","df$Narrative","df$VessSz","df$VessSpd"
"593","BLUE / GREEN POLYPROPYLENE LINE AND FIVE ASSOCIATED BULLET BUOYS FOUND ON A SEVERED PAIR OF HUMPBACK FLUKES WEST OF SAN CLEMENTE ISLAND. PHOTOS AND SAMPLE TAKEN BY BIOLOGIST J. STAHL. NUMBERS ON BUOYS IDENTIFIED IT AS CALIFORNIA DUNGENESS CRAB POT GEAR SET IN THE FARALLONS AND HALF MOON BAY AREA IN MARCH/APRIL. TWO SETS OF GEAR ON SAME WHALE. SPECIES ID VIA GENETICS AT SWFSC. CONSTRICTING GEAR AND DEEP LACERATION CONFIRMED BASED ON RECOVERY OF SEVERED FLUKES. DEAD WHALE FOUND ON JUNE 5TH 2014 OFF SAN CLEMENTE APPARENTLY LINKED TO THIS RECORD.",NA,NA
"594","SPOT PRAWN TRAPS - ENTANGLED IN MIDDLE OF 10 TRAP SET WITH OVER 2,000 FEET OF GREEN AND BLACK POLYPROPYENE ROPE AND ANCHOR. ROPE ENCIRCLED MIDDLE OF WHALE A COUPLE OF TIMES (= MULTIPLE WRAPS) AND PINNED ONE OF THE WHALE'S PECTORAL FLIPPERS (= CONSTRICTING WRAP). FLUKES WERE IMMOBILIZED AS WELL (=ANCHORED). GEAR TYPE CONFIRMED BY BUOY NUMBERS AND FISHERMAN WHO WAS CONTACTED. GEAR HAD BEEN SET APPROX. 2 MILES FROM WHERE WHALE WAS FOUND. RESCUE EFFORT INITIATED, ANIMAL COMPLETELY DISENTANGLED AND SWAM TOWARDS SANTA CRUZ ISLAND. ASSUME THAT WHALE RECOVERED AS IT HAD BEEN FULLY RELEASED FROM GEAR AND SWAM AWAY. SOME DETAILS OF THIS ACCOUNT WERE TAKEN FROM THE CONDOR EXPRESS VESSEL WEBSITE: http://condorexpress.com/blog/2014/06/08/entangled-humpback-whale-set-free/",NA,NA
"595","DEEP ENTANGLEMENT WOUNDS ON TAIL STOCK (= DEEP LACERATION; CONSTRICTING GEAR); DEAD STRANDING; NOT WHALE FROM 4/27/2014--CONFIRMED VIA PHOTO ID; GEAR DOES NOT APPEAR TO BE PRESENT ON CARCASS.",NA,NA
"596","ENTANGLED WITH SIGNIFICANT WRAPS OF LINE AND GEAR AROUND BODY. PHOTOS OF LARGE GAUGE ROPE CUTTING THROUGH PECTORAL FLIPPER AND WRAPPED AROUND BODY (=CONSTRICTING GEAR; =DEEP LACERATION). REPORTING PARTY APPROACHED THE WHALE IN AN ATTEMPT TO REMOVE GEAR, BUT WHALE DOVE AND WAS NOT RESIGHTED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL STATUS UNKNOWN.",NA,NA
"597","FRESHLY DEAD, SIGNS OF RECENT ENTANGLEMENT AT TAILSTOCK AND FLUKES: 3-5 LINES, TISSUE NECROTIC, CELLULITIS. NO LINES OR GEAR RECOVERED. POSTMORTEM EVIDENCE OF CONSTRICTING GEAR, DEEP LACERATION, AND MULTIPLE WRAPS.",NA,NA
"598","DUNGENESS CRAB TRAP ATTACHED TO WHALE PERFORMING HEAD RAISES AND CHIN SLAPS; SELF RELEASE AFTER BOAT FENDER WAS ATTACHED AS MEANS OF RELOCATING ANIMAL, RESIGHTED GEAR FREE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"599","ENTANGLED HUMPBACK WHALE WITH TWO BULLET BUOYS TRAILING ORANGE AND YELLOW AND 10-20 FT OF LINE. ANIMAL LOST DUE TO BAD SEA STATE CONDITIONS; LIKELY TRAP; ENTANGLEMENT IS BELIEVED TO INVOLVE PECTORAL FLIPPERS AND MOUTH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"600","ENTANGLED IN 25 TRAP SET FOR SPOT PRAWN. SOME GEAR WAS REMOVED (=RESCUE) AND WHALE SHED REST OF GEAR AND SATELLITE PACKAGE. GEAR RETRIEVED BUT SATELLITE PACKAGE LOST (=GEAR FREE). POSSIBLE RESIGHT OF WHALE SEEN PREVIOUS DAY?",NA,NA
"601","SEEN BY NOAA BIOLOGIST (SB) DURING LEATHERBACK SURVEYS OFF SEAL ROCK AREA. WHALE TRAILING 3 YELLOW BUOYS AND 150 OF LINE. ESTIMATED TRAVEL AT 5 KTS. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.",NA,NA
"602","SPOT PRAWN TRAPS - ENTANGLED WITH 25 TRAP SET-- INITIALLY CUT OFF SOME GEAR (=RESCUE) BUT WHALE SHED REST OF GEAR AND SATELLITE PACKAGE LATER. GEAR RETRIEVED BUT SATELLITE PACKAGE LOST (=GEAR FREE). GEAR INVOLVED SAME VESSEL AS 9/13 ENTANGLEMENT. VESSEL HAD SET GEAR IN CLOSE PROXIMITY AND BOTH GEAR SETS ENTANGLED DIFFERENT WHALES WITHIN A WEEK.",NA,NA
"603","SEEN BY NOAA BIOLOGIST (SB) DURING LEATHERBACK SURVEYS OFF LA PUSH, WA. WHALE TRAILING 3 YELLOW AND ONE RED BUOY MULTIPLE TRAILING LINES. NOT A RESIGHT OF WHALE SEEN PREVIOUS DAY BECAUSE DISTANCE COVERED (240 MILES) IS TOO GREAT. PHOTO AVAILABLE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"604","FREE-SWIMMING ANIMAL; CARRYING BUOYS LIKELY SAME SET FROM 9/20/14 THAT WAS SHED FROM OTHER ANIMAL. ASSUMED TO BE DIFFERENT ANIMAL BECAUSE OF LACK OF DETAIL ON RECORD. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL STATUS UNKNOWN.",NA,NA
"605","A HUMPBACK WHALE WAS OBSERVED ENTANGLED DEAD IN SABLEFISH POT GEAR APPROX. 35 MILES W OF CANNON BEACH. THE ENTANGLEMENT OCCURRED IN 145 FATHOMS OF WATER AND THE WHALE WAS DISCOVERED WRAPPED IN THE GROUND LINE THREE POTS IN FROM THE END OF THE STRING. THE GROUND LINE IS REPORTED AS SINKING TYPE (LEAD LINE) WHEN BROUGHT TO THE SURFACE THE OBSERVER ON BOARD REPORTED THERE WAS NO DISCERNABLE MOVEMENT.",NA,NA
"606","WHALE ENTANGLED AROUND CAUDAL PEDUNCLE IN A WAVE RIDER BUOY THAT STOPPED TRANSMITTING ON 4 OCTOBER. A TEAM WAS SENT TO CHECK ON BUOY FOUND THE ENTANGLED HUMPBACK WHALE IN BUOY LINES ON 24 OCTOBER. WHALE WAS DESCRIBED AS 'WEAK' AND 'STRUGGLING'. WHALE LICE (=CYAMIDS) WERE PRESENT AND THE CONDITION OF THE SKIN IMPLIED A HEALTH DECLINE. ENTANGLED IN BUNGEE BETWEEN 10 FT CHAIN AND LINE THAT RUNS TO 300 LB ANCHOR; VIDEO AND PHOTOS SHOWED SEVERE ENTANGLEMENT AND DEEP LACERATION AT CAUDAL PEDUNCLE WITH SUBSTANTIAL NECROTIC TISSUE. SUCCESSFULLY DISENTANGLED 10/29/14, BUT CONSIDERED A SERIOUS INJURY DUE TO CONSTRICTING NATURE OF GEAR, LENGTH OF TIME WHALE WAS ENTANGLED, NECROTIC CONDITION OF FLUKES, AND OVERALL POOR HEALTH OF WHALE.",NA,NA
"607","FREE-SWIMMING WHALE REPORTED AS ENTANGLED, LIKELY CRAB POT. UNKNOWN CONFIGURATION AND AMOUNT OF GEAR. FINAL OUTCOME UNKNOWN.",NA,NA
"608","WHITE CIGAR BUOY ON LEFT SIDE OF WHALE BETWEEN MOUTH AND PECTORAL FIN, BLUE STEEL LINE OBSERVED, ABRASIONS ON LEADING EDGE OF FLUKES. ANIMAL WAS SEEN FLUKING / DIVING BASED ON PHOTOS. PHOTOS REVIEWED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"609","3 BUOYS TRAILING ABOUT 150 FT BEHIND THE WHALE WITH POSSIBLE MOUTH/PECTORAL FIN ENTANGLEMENT. CA DUNGNESS CRAB TIER 1 GEAR. WHALE WAS NOT FLUKING SO COULDN'T SEE THE TAIL. DIVING. SWIMMING ABOUT 5 KNOTS. WHALE SWIMMING AND DRAGGING 1ST FLOAT UNDERWATER. COULDN'T SEE WHERE LINE ORIGINATED. FRESH ABRASIONS VISIBLE ON TOP OF PEDUNCLE AND BEHIND DORSAL INDICATING RECENT MIGRATION OF THE GEAR FROM THE DORSAL FIN BACK TO THE TAIL. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"610","1-2 INCH LINE WRAPPED OVER DORSAL SIDE OF WHALE BETWEEN BLOWHOLE AND DORSAL FIN. ROPE IS FOULED WITH KNOTS AND TWISTS; AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"611","GEAR WAS SET NEAR MOSS LANDING ON 2/11; ENTANGLEMENT OCCURRED SOMETIME BETWEEN 2/11-15TH; 2-3 ORANGE BOUYS TRAILING APPROX 10 FT BEHIND WHALE; MOUTH/PECTORAL FLIPPER ENTANGLEMENT AS REPORTED BY RESPONDERS; CONVERSATION WITH FISHERMAN: 1 CRAB POT SET ON 300 FT OF LINE IN 173 FT OF WATER. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. FINAL STATUS UNKNOWN. WHALE RESIGHTED GEAR FREE IN 2019.",NA,NA
"612","SIGNIFICANT EVIDENCE OF A PREVIOUS ENTANGLEMENT AND POSSIBLY MULTIPLE ENTANGLEMENTS ON A MODERATELY-DECOMPOSED STRANDING. LINE MARKS WERE OBSERVED AROUND THE PEDUNCLE AT THE LEVEL OF THE GENITAL SLIT, AT THE CRANIAL MARGIN OF THE RIGHT PECTORAL FIN, AND AT THE CAUDAL MARGIN OF THE RIGHT PECTORAL FIN. THERE WAS ALSO A MODERATE LINE MARK THAT RAN TRANSVERSALLY ACROSS THE CENTRAL PLEATS AT THE LEVEL OF THE AXILLA. THESE WOUNDS WERE IN THE PROCESS OF HEALING.",NA,NA
"613","DEEPLY EMBEDDED LINE ON LEFT TAIL FLUKE (= CONSTRICTING ENTANGLEMENT). HIGH CYAMID LOAD, EMACIATED WHALE, 10 METERS OF TRAILING LINE AND 2 LARGE BULLET BUOYS. THIS RECORD WAS ADDED TO THE DATABASE IN 2017 AFTER RECEIPT FROM WHALE WATCHING CO. IN MEXICO. PHOTOS APPARENTLY AVAILABLE, BUT NOT REVIEWED. CONSIDERED A SERIOUS INJURY UNDER CATEGORY L2 (CONSTRICTING GEAR) AND CONSIDERING POOR CONDITION OF WHALE. FISHERY POSITIVELY-IDENTIFIED FROM TRAP TAG AND / OR BUOY NUMBERS.",NA,NA
"614","ENTANGLEMENT SIGNIFICANTLY EMBEDDED, TIGHT WRAP BUT TAIL IS FREE, COULDN'T SEE ANY GEAR IN THE MOUTH. CATEGORIZED AS L2 BECAUSE OF CONSTRICTING WRAP. NO PHOTOS TO REVIEW. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"615","WHALE TRAILING 2 YELLOW BUOYS (ONE WITH A SMALL WHITE BUOY ATTACHED AS EXTRA FLOTATION), ORANGE TRAP TAG PRESENT BUT UNREADABLE, BUOY NUMBER , PHOTOS AVAILABLE, CDFW DUNGENESS TIER 6 PERMIT. UNCERTAINTY REGARDING IF WHALE SELF-RELEASED FROM GEAR, NOT CONFIRMED, THUS TREATED AS AN L10 SERIOUS INJURY BECAUSE GEAR CONFIGURATION AND AMOUNT IS UNKNOWN. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"616","ANIMAL LIKELY HAS LINE THROUGH MOUTH AND TRAILS TO EITHER SIDE TO LENGTH OF BODY. BOTH SIDES TERMINATED BY SPONGEX BUOYS (GREEN WITH RED TO ON ONE SIDE AND WHITE ON THE OTHER.). ANIMAL APPEARS IN GOOD CONDITION, FEEDING WITH OTHER ANIMALS. WHALE OBSERVED ACTIVELY FEEDING WITH OTHER ANIMALS. FEEDING ANIMAL IMPLIES THAT GEAR IS LOOSE, THUS L3 DETERMINATION MADE. FINAL OUTCOME UNKNOWN AS GEAR CONFIGURATION AND AMOUNT IS UNKNOWN, WITH POTENTIAL TO BECOME PROBLEMATIC. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"617","STATIONARY WHALE BREATHING AT SURFACE, ASSOCIATED WITH BUOY WITH PARTIAL TAG NUMBER. WHALE APPARENTLY ANCHORED AS EVIDENCED BY LACK OF MOVEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN. NO PHOTOS.",NA,NA
"618","DISCOVERED 6/2/15 WHEN DANA WHARF SPORTFISHING EXAMINED 5/28 PHOTOS. AT LEAST ONE WRAP OF HEAVY GAUGE MONOFILAMENT LINE, LIKELY REPRESENTING LONGLINE GEAR, AROUND THE ANIMAL'S PEDUNCLE AND FLUKE. GEAR IS ALREADY DEEPLY EMBEDDED (=CONSTRICTING ENTANGLEMENT) AND WOUNDS APPEAR FRESH. AMOUNT AND CONFIGURATION OF GEAR TRAILING UNKNOWN. SI DETERMINATION CRITERION L2 APPLIED AS THERE IS EVIDENCE THAT GEAR IS CONSTRICTING. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"619","ENTANGLED WITH CRAB POT GEAR WHICH HAD BEEN LOST PREVIOUS YEAR. UNKNOWN DURATION OF ENTANGLEMENT, NO ASSUMPTION IS MADE THAT ENTANGLEMENT STARTED WHEN GEAR WAS LOST, AS GHOST GEAR IS ROUTINELY INVOLVED IN ENTANGLEMENTS AFTER LOSS. WHALE THRASHING AROUND IN RELATIVELY SHALLOW WATER. WHALE SELF-RELEASED FROM GEAR AND/OR GEAR BROKE FREE ON ROCKS IN SHALLOW WATER. THE FISHERY WAS IDENTIFIED BY BUOY NUMBERS. TRAP AND ROPE REPORTED AS 'EXTREMELY SHREDDED'. FISHERMAN CONFIRMED THAT ALL GEAR WAS RETRIEVED, THUS ASSIGNED A NON-SERIOUS INJURY BASED ON THE SELF-RELEASE OF ANIMAL. RESPONSE TEAM INCLUDED K. FORNEY, WHO RETRIEVED GEAR. PHOTOS OF WHALE NOT AVAILABLE. FINAL OUTCOME UNKNOWN. GEAR PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"620","WHALE REPORTED AS FLOPPING AROUND IN NETTING 0.5 FROM SHORE. REPORT ALSO DETAILS A CRUSHED WHITE BUOY ASSOCIATED WITH THE SIGHTING. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"621","REPORTED BY USCG. WHALE WITH BUOYS (ONE YELLOW, ONE WHITE) AND ROPE NEAR HEAD, ANOTHER BUOY NEAR FLUKES (NOT APPARENT IN PHOTOS). WHALE SHOWS RIDGE BETWEEN HEAD AND DORSAL FIN, INDICATING SOME EMACIATION AND APPARENT HEALTH DECLINE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA AND A. HENRY.",NA,NA
"622","WHALE REPORTED SWIMMING IN CIRCLES OFF CAPITOLA WITH YELLOW AND ORANGE BUOYS NEAR HEAD. NO PHOTOS. FULL GEAR CONFIGURATION UNKNOWN. LACK OF ORANGE BUOY(S) REPORTED FROM PREVIOUS-DAY WHALE IS EVIDENCE THAT THIS IS A UNIQUE CASE. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN.",NA,NA
"623","WHALE INITIALLY PHOTOGRAPHED ON 6/25 TRAILING THREE BUOYS AND APPROX. 125 FT. OF ROPE. DEEP LACERATIONS ON CAUDAL PEDUNCLE AND FLUKE / TAIL STOCK INTERSECTION, APPEARED TO BE FRESH WOUNDS. WHALE SUBSEQUENTLY PHOTOGRAPHED ON 7/16, STILL TRAILING GEAR. WHALE APPARENTLY SELF-RELEASED FROM GEAR AFTER SATELLITE PACKAGE WAS ATTACHED TO GEAR. GEAR WAS RECOVERED ON 7/24 AND IDENTIFIED AS DUNGENESS CRAB POT GEAR. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA. RESIGHTED IN 2019 GEAR FREE.",NA,NA
"624","WEST SIDE OF VANCOUVER ISLAND NEAR CAPE BEALE. REPORTED ENTANGLED IN ORANGE BUOYS AND LINE. WHALE LAST SEEN ENTANGLED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FISHERY SOURCE CONFIRMED FROM PHOTOS OF TRAP TAG AND / OR BUOY NUMBERS. RECORD ADDED TO DATABASE IN 2017 AFTER RECEIPT FROM DFO CANADA. FINAL OUTCOME UNKNOWN.",NA,NA
"625","PHOTOGRAPHS SHOWED CIRCUMFERENTIAL CONSTRICTING INJURY BEHIND BLOW HOLE. ROPES EXTENDED THROUGH THE MOUTH AND RAN TIGHTLY OVER ITS BACK DEFORMING THE LEFT SIDE OF THE HEAD, AND WOUND AROUND ITS RIGHT FLIPPER, TRAILING A TANGLE OF LINES AND PINK BUOYS. FISHERMAN CONFIRMED GEAR WAS SET OFF CAPE MEARES, OREGON IN DECEMBER (OREGON FISHERY). RESCUE RESPONSE EFFORT RESULTED IN THE REMOVAL OF ALL GEAR EXCEPT FOR A SMALL AMOUNT OF EMBEDDED LINE LEFT BEHIND EXPECTED TO BE SHED BY ANIMAL AS IT HEALS. CATEGORIZED AS L3 / NSI BECAUSE OF GEAR REMOVAL AND PROGNOSIS FOR SURVIVAL. FINAL OUTCOME UNKNOWN. PHOTOGRAPHS REVIEWED BY J. CARRETTA.",NA,NA
"626","THE ENTANGLEMENT IS DESCRIBED AS EXTENSIVE AROUND THE BODY WITH BOTH MESH AND LINE. MESH TYPE UNKNOWN. NO DIRECTION OF TRAVEL, WHALE APPEARS STATIONARY, POSSIBLY ANCHORED. NO PHOTOS. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN.",NA,NA
"627","4 ORANGE AND WHITE BULLET BUOYS DESCRIBED AS CRAB BUOYS BEING TRAILED APPROX. 30 FT. BEHIND ANIMAL. NO PHOTOS. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN.",NA,NA
"628","HUMPBACK TRAILING MULTIPLE BLACK AND WHITE BUOYS, MULTIPLE BODY LENGTHS BEHIND WHALE. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN. BUOY COLORS DIFFER FROM 7/12 SIGHTING IN SAME AREA, NOT A RESIGHT. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"629","AT LEAST 2 ORANGE/PINK BUOYS FOULED TRAILING CLOSE BEHIND THE RIGHT SIDE OF THE ANIMAL - ENTANGLEMENT APPEARS TO BE FORWARD OF THE PEDUNCLE. KELP APPEARS TO BE ALSO WRAPPED UP IN THE ENTANGLEMENT BUT ON THE LEFT SIDE OF THE WHALE. ANIMAL REPORTED TO BE FEEDING AND SWIMMING NORMALLY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN AND POTENTIAL FOR SERIOUS INJURY EXISTS OVER TIME. PHOTOS REVIEWED BY J. CARRETTA. WHALE RESIGHTED IN 2019 GEAR FREE.",NA,NA
"630","AT LEAST 2 RED / WHITE BUOYS BEING TRAILED BY WHALE, ABRASIONS ON LEADING EDGE OF FLUKES. CONFIGURATION AND AMOUNT OF GEAR IS UNKNOWN. A TELEMETRY BUOY WAS ATTACHED TO GEAR AND THE WHALE WAS TRACKED TRAVELING TO NEAR THE U.S./MEXICO BORDER BY 8/14 AND THEN WAS LAST DETECTED AGAIN ON 9/4 FAR OFFSHORE OF MONTEREY BAY BEFORE TRANSMISSIONS FAILED. THE WHALE WAS NOT VISUALLY RELOCATED DURING THIS TIME. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"631","TRAILING TWO ORANGE TORPEDO BUOYS APPROX. 100 FT. BEHIND ANIMAL WITH GREEN/BLUE LINE/ROPE. GEAR NOT VISIBLE AND CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
"632","REPORTED BY FREE DIVER. 1/2 INCH YELLOW LINE WRAPPED AROUND BODY IN FRONT OF PECTORAL FLIPPER AND YELLOW/WHITE BUOY ATTACHED SITTING ON THE BACK, 25 FEET OF TRAILING LINE, NO PHOTOS. FULL GEAR CONFIGURATION UNKNOWN.",NA,NA
"633","BLUE ROPE BEHIND DORSAL AROUND BODY IN FRONT OF FLUKES, SWIMMING WITH ANOTHER WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO PHOTOS.",NA,NA
"634","OREGON DUNGENESS CRAB GEAR (2 SETS OF GEAR WITH 250 FT. OF LINE). ORANGE / RED BUOYS WITH LINE LACERATING INSERTION POINT OF PECTORAL FLIPPER (=CONSTRICTING ENTANGLEMENT). PHOTOS SHOW AN OPEN WOUND AT BASE OF PECTORAL FLIPPER. 10/31 RESCUE EFFORT RESULTED IN A SIGNIFICANT AMOUNT OF GEAR BEING REMOVED. REMAINING GEAR CONSISTED OF A SINGLE PASS OF GEAR THROUGH THE MOUTH, WHICH WILL PROBABLY BE SHED BY ANIMAL. NON-SERIOUS INJURY AS A RESULT OF RESCUE EFFORT TO REMOVE CONSTRICTING GEAR. UPDATED INFORMATION MADE AVAILABLE IN 2017 INCLUDED A POSITIVE IDENTIFICATION OF SOURCE FISHERY FROM TRAP TAG AND BUOY NUMBERS. GEAR ORIGINALLY SET JUST NORTH OF CALIFORNIA / OREGON BORDER. FINAL OUTCOME UNKNOWN.",NA,NA
"635","WHALE SEEN WITH GREEN 55 GALLON DRUM OR RUBBER DOCK FENDER AND LINE WRAPPED AROUND HEAD, BETWEEN PECTORAL FLIPPERS AND BLOWHOLE. DRUM IS ABOVE WATER WHEN WHALE SURFACES AND LINE WRAPS COMPLETELY AROUND ANIMAL LIKE A BRIDLE. MULTIPLE SIGHTINGS OF WHALE FROM SEPTEMBER TO NOVEMBER. UNDERWATER AND ABOVE-WATER PHOTOS OF WHALE SHOW A VERY EMACIATED ANIMAL. SERIOUS INJURY WITH CONSTRICTING GEAR AND POOR ANIMAL CONDITION. HEALTH DECLINE. PHOTOS REVIEWED BY J. CARRETTA AND J. BARLOW.",NA,NA
"636","GILLNET WRAPPED AROUND AND COVERING MOST OF TAIL WITH LINE AND NETTING TRAILING 40 FEET BEHIND WHALE ; BLUE (LEAD) AND WHITE (FLOAT) LINES AND NETTING BETWEEN. NO PHOTOS, UNKNOWN GEAR CONFIGURATION OR AMOUNT.",NA,NA
"637","YELLOW POLY ROPE WRAPPED AROUND CAUDAL PEDUNCLE, 20-30 FEET OF LINE TRAILING, 1 SMALLER WHITE FOAM BUOY CLOSER TO FLUKE; ONE YELLOW/WHILE FLOAT WITH DUNGENSSS CRAB TRAP TAG BUOY TIER 4 CA ON LINE TOWARDS THE END OF THE LINE. NO PHOTOS / VIDEO TO EXAMINE. GEAR CONFIGURATION AND AMOUNT UNKNOWN. FINAL OUTCOME UNKNOWN.",NA,NA
"638","LARGE MASS OF BLUE GILLNET THROUGH MOUTH AND AROUND HEAD AND RIGHT PECTORAL FLIPPER. NET APPEARS TO PIN PECTORAL FIN TO BODY. ANIMAL BREACHING. NET CUTTING INTO ROSTRUM AND ABRASIONS ON LEADING EDGES OF FLUKES. CONSTRICTING NATURE OF GILLNET WARRANTS AN L2 SERIOUS INJURY DESIGNATION. ANIMAL WAS RESIGHTED ON 10/31 IN ORANGE COUNTY, STILL ENTANGLED WITH PECTORAL FLIPPER PINNED TO BODY (=CONSTRICTING ENTANGLEMENT). PHOTOS REVIEWED BY J. CARRETTA AND A. HENRY. PHOTO MATCHES ARE CONCLUSIVE. FINAL OUTCOME UNKNOWN.",NA,NA
"639","CIRCUMFERENTIAL, CONSTRICTING INJURY BEHIND HEAD, MATERIAL NOT IDENTIFIED. ANIMAL APPEARS EMACIATED AND PERHAPS DEFORMED IN REGION OF INJURY. ATTACHED MATERIAL MAY BE LIMITING ABILITY TO FEED. HEALTH DECLINE AND CONSTRICTING NATURE OF INJURY WARRANTS AN L2 SERIOUS INJURY DESIGNATION. PHOTOS REVIEWED BY J. CARRETTA, D. WELLER, AND A. HENRY.",NA,NA
"640","BLUE / GREEN ROPE WRAPPED AROUND HEAD AND TAILSTOCK OF ANIMAL. ROPE POSSIBLY GOES THROUGH MOUTH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.",NA,NA
